acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,genre
0.281,0.8370000000000001,197000,0.586,0.0,11,0.134,-8.521,0,0.0807,117.066,4,0.618,0
0.0166,0.914,171067,0.732,0.0,8,0.107,-6.1,0,0.24100000000000002,94.066,4,0.469,0
0.0119,0.279,558933,0.852,0.076,7,0.0624,-7.837999999999999,1,0.0511,117.418,4,0.438,-1
0.99,0.122,349707,0.115,0.888,0,0.0872,-18.359,0,0.0403,87.57700000000001,3,0.0652,1
0.0358,0.741,198307,0.537,0.0,1,0.146,-6.7970000000000015,1,0.14300000000000002,80.454,4,0.233,0
0.92,0.34600000000000003,244400,0.229,0.76,3,0.092,-14.399,1,0.038,113.982,4,0.3670000000000001,1
0.00102,0.51,163467,0.893,5.85e-05,9,0.201,-9.267,1,0.0342,142.657,4,0.934,-1
0.0235,0.16699999999999998,165667,0.181,0.88,2,0.145,-15.928,0,0.0325,84.915,4,0.0504,-1
0.0781,0.6940000000000001,238747,0.394,0.000677,0,0.247,-15.880999999999998,1,0.0428,104.126,4,0.7190000000000001,-1
0.7290000000000001,0.246,191373,0.0813,0.8270000000000001,7,0.117,-18.185,1,0.0403,82.633,4,0.0772,1
0.325,0.88,299227,0.67,4.17e-06,2,0.0662,-5.1770000000000005,1,0.0468,101.008,4,0.131,0
0.224,0.6940000000000001,196180,0.685,0.0,6,0.124,-6.535,0,0.133,158.83100000000005,4,0.306,0
0.146,0.6920000000000001,142000,0.774,0.0,7,0.155,-4.385,0,0.0872,98.066,4,0.5329999999999999,0
0.857,0.107,198067,0.15,0.892,6,0.0907,-16.343,1,0.0411,83.94200000000002,3,0.0372,-1
0.0182,0.7340000000000001,151030,0.563,0.0,0,0.0981,-6.4639999999999995,1,0.314,203.905,4,0.371,0
0.985,0.325,189293,0.271,0.909,0,0.139,-13.388,0,0.0372,83.501,4,0.182,-1
0.927,0.3670000000000001,273562,0.316,0.779,9,0.113,-14.49,0,0.0429,149.089,4,0.242,1
0.484,0.113,337840,0.161,0.928,7,0.16,-20.046,1,0.0442,65.062,4,0.0365,1
0.233,0.7979999999999999,165489,0.715,0.00611,10,0.111,-4.423,0,0.0629,130.024,4,0.528,0
0.385,0.6829999999999999,250400,0.594,8.609999999999999e-05,2,0.121,-8.289,1,0.0347,115.099,4,0.7340000000000001,-1
0.13,0.249,169067,0.228,0.846,0,0.276,-15.678,1,0.0388,102.592,4,0.139,-1
0.851,0.0716,349760,0.0408,0.901,7,0.0844,-28.284,1,0.0399,77.047,4,0.0377,1
0.369,0.413,429760,0.725,2.1600000000000007e-05,3,0.0905,-5.787000000000001,0,0.0324,124.618,4,0.44,-1
0.899,0.17600000000000002,636000,0.006,3.24e-05,5,0.105,-42.238,1,0.0384,71.477,3,0.0383,1
0.6829999999999999,0.575,254173,0.318,0.000202,0,0.0934,-16.729,1,0.109,104.522,4,0.385,-1
0.971,0.193,580253,0.0839,0.8220000000000001,8,0.118,-22.849,1,0.0406,85.556,4,0.0569,1
0.994,0.299,378733,0.00626,0.901,9,0.0823,-30.923,1,0.0478,69.043,4,0.0634,1
0.499,0.701,151507,0.341,0.903,1,0.359,-12.26,0,0.0418,105.513,3,0.163,1
0.995,0.382,148533,0.00823,0.914,6,0.068,-30.499,1,0.0532,69.52600000000001,3,0.141,1
0.846,0.157,173253,0.374,0.7959999999999999,6,0.105,-10.344,1,0.0349,86.613,4,0.0987,1
0.992,0.259,200760,0.0392,0.946,9,0.084,-31.945,0,0.0468,127.283,4,0.185,1
0.0187,0.905,190534,0.647,0.0,10,0.282,-5.065,0,0.107,130.97,4,0.3670000000000001,0
0.14400000000000002,0.9590000000000001,201960,0.508,9.82e-05,2,0.136,-7.857,1,0.257,107.99799999999999,4,0.34600000000000003,0
0.7390000000000001,0.25,232027,0.5870000000000001,0.915,3,0.0932,-11.227,1,0.0469,78.059,4,0.206,-1
0.514,0.741,153129,0.546,0.0,1,0.135,-8.66,0,0.295,162.989,4,0.7170000000000001,0
0.111,0.7290000000000001,152920,0.503,0.0,0,0.12300000000000001,-8.229,1,0.081,134.92700000000002,4,0.152,0
0.963,0.688,99467,0.0337,0.8959999999999999,11,0.0511,-30.436,0,0.0335,97.698,4,0.899,-1
0.939,0.34700000000000003,74467,0.145,0.8140000000000001,7,0.118,-17.307000000000002,0,0.0323,127.063,4,0.44,-1
0.871,0.326,435160,0.33,0.7490000000000001,7,0.128,-12.967,0,0.0406,118.668,4,0.293,1
0.312,0.843,127994,0.622,4.04e-05,7,0.0651,-5.894,1,0.0531,125.97200000000001,4,0.435,0
0.4970000000000001,0.713,175756,0.605,3.46e-06,11,0.115,-7.487,1,0.107,142.025,4,0.4320000000000001,0
0.3670000000000001,0.475,206267,0.322,0.00056,7,0.11,-10.687,1,0.0283,93.503,4,0.387,-1
0.993,0.277,242133,0.241,0.91,7,0.113,-15.582,0,0.0377,80.821,4,0.185,1
0.991,0.231,203800,0.0297,0.878,2,0.0742,-31.544,1,0.0579,131.41299999999998,4,0.07,1
0.0369,0.873,188075,0.4970000000000001,0.0324,7,0.11900000000000001,-7.145,1,0.0899,145.013,4,0.746,0
0.976,0.156,703720,0.0978,0.893,5,0.0854,-16.326,1,0.0371,179.447,3,0.0638,1
0.268,0.867,173288,0.7440000000000001,0.0,2,0.0713,-5.171,1,0.227,84.005,4,0.645,0
9.7e-05,0.116,373160,0.246,0.875,7,0.136,-17.599,1,0.0375,85.838,4,0.0366,-1
0.141,0.753,157739,0.589,0.0,1,0.16899999999999998,-6.472,1,0.345,143.204,4,0.38299999999999995,0
0.985,0.871,193457,0.179,0.941,7,0.114,-21.433000000000003,1,0.18,79.988,3,0.311,-1
0.978,0.166,473787,0.0363,0.922,11,0.0882,-26.822,1,0.0381,84.46700000000001,4,0.039,1
0.929,0.263,190227,0.242,0.875,4,0.0863,-13.788,1,0.0421,115.482,4,0.0743,-1
0.955,0.436,153267,0.151,0.7929999999999999,11,0.11,-20.745,0,0.0603,103.777,4,0.359,1
0.983,0.24,304000,0.0479,0.944,4,0.0649,-16.953,0,0.0392,130.39600000000002,4,0.0438,-1
0.52,0.0859,320707,0.153,0.878,0,0.119,-20.665,1,0.0362,168.009,3,0.0566,-1
