acousticness,analysis_url,danceability,duration_ms,energy,id,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,track_href,type,uri,valence,genre
0.56,https://api.spotify.com/v1/audio-analysis/2sXp9Qmvc7mRaDBjBgcGGi,0.813,253887,0.46,2sXp9Qmvc7mRaDBjBgcGGi,0.0105,1,0.0724,-9.78,1,0.0346,117.387,4,https://api.spotify.com/v1/tracks/2sXp9Qmvc7mRaDBjBgcGGi,audio_features,spotify:track:2sXp9Qmvc7mRaDBjBgcGGi,0.7290000000000001,Rock
0.0667,https://api.spotify.com/v1/audio-analysis/4TCG827sk5fDEmUvcQlStk,0.951,211040,0.573,4TCG827sk5fDEmUvcQlStk,0.0,0,0.11900000000000001,-6.002000000000001,0,0.22699999999999998,105.052,4,https://api.spotify.com/v1/tracks/4TCG827sk5fDEmUvcQlStk,audio_features,spotify:track:4TCG827sk5fDEmUvcQlStk,0.42,Hip-Hop
0.804,https://api.spotify.com/v1/audio-analysis/54CAG8n70kKVbFV6l1zF4G,0.295,237413,0.408,54CAG8n70kKVbFV6l1zF4G,0.14800000000000002,4,0.165,-16.632,0,0.0693,150.454,3,https://api.spotify.com/v1/tracks/54CAG8n70kKVbFV6l1zF4G,audio_features,spotify:track:54CAG8n70kKVbFV6l1zF4G,0.16399999999999998,Classical
0.9940000000000001,https://api.spotify.com/v1/audio-analysis/3MRQn2RYo2VLYMoStnLRxu,0.491,346587,0.0176,3MRQn2RYo2VLYMoStnLRxu,0.927,4,0.0985,-26.910999999999998,0,0.0644,125.79299999999999,3,https://api.spotify.com/v1/tracks/3MRQn2RYo2VLYMoStnLRxu,audio_features,spotify:track:3MRQn2RYo2VLYMoStnLRxu,0.0901,Classical
0.9009999999999999,https://api.spotify.com/v1/audio-analysis/5d6FOGCa0EDqCJSpccEh8s,0.359,152160,0.046,5d6FOGCa0EDqCJSpccEh8s,0.11800000000000001,6,0.27699999999999997,-18.725,0,0.0407,127.65299999999999,4,https://api.spotify.com/v1/tracks/5d6FOGCa0EDqCJSpccEh8s,audio_features,spotify:track:5d6FOGCa0EDqCJSpccEh8s,0.263,Classical
0.18899999999999997,https://api.spotify.com/v1/audio-analysis/2zjGJ0dChMR0KxBZS15aqo,0.883,174100,0.525,2zjGJ0dChMR0KxBZS15aqo,0.0,2,0.0971,-8.054,0,0.0633,99.978,4,https://api.spotify.com/v1/tracks/2zjGJ0dChMR0KxBZS15aqo,audio_features,spotify:track:2zjGJ0dChMR0KxBZS15aqo,0.312,Hip-Hop
0.992,https://api.spotify.com/v1/audio-analysis/5U7T2widXE5MqoQ6dmi3O9,0.35700000000000004,239333,0.0464,5U7T2widXE5MqoQ6dmi3O9,0.8590000000000001,8,0.109,-20.868000000000002,1,0.0434,69.859,3,https://api.spotify.com/v1/tracks/5U7T2widXE5MqoQ6dmi3O9,audio_features,spotify:track:5U7T2widXE5MqoQ6dmi3O9,0.0417,Classical
0.29100000000000004,https://api.spotify.com/v1/audio-analysis/2HNLyHjPd1TyRYXb3f0r6D,0.836,213600,0.498,2HNLyHjPd1TyRYXb3f0r6D,0.0,11,0.1,-8.846,0,0.44299999999999995,100.02,4,https://api.spotify.com/v1/tracks/2HNLyHjPd1TyRYXb3f0r6D,audio_features,spotify:track:2HNLyHjPd1TyRYXb3f0r6D,0.292,Hip-Hop
0.987,https://api.spotify.com/v1/audio-analysis/2u9VGZmVz7Rm01SfDgzcfA,0.27899999999999997,293147,0.0292,2u9VGZmVz7Rm01SfDgzcfA,0.902,8,0.10400000000000001,-26.804000000000002,1,0.0406,136.732,3,https://api.spotify.com/v1/tracks/2u9VGZmVz7Rm01SfDgzcfA,audio_features,spotify:track:2u9VGZmVz7Rm01SfDgzcfA,0.0338,Classical
0.325,https://api.spotify.com/v1/audio-analysis/1kK6DwzyXJSp58u5HYWwuD,0.88,299227,0.67,1kK6DwzyXJSp58u5HYWwuD,4.17e-06,2,0.0662,-5.1770000000000005,1,0.0468,101.008,4,https://api.spotify.com/v1/tracks/1kK6DwzyXJSp58u5HYWwuD,audio_features,spotify:track:1kK6DwzyXJSp58u5HYWwuD,0.131,Hip-Hop
0.00255,https://api.spotify.com/v1/audio-analysis/2aoo2jlRnM3A0NyLQqMN2f,0.43799999999999994,240800,0.805,2aoo2jlRnM3A0NyLQqMN2f,5.6899999999999994e-05,8,0.0842,-6.237,1,0.0624,113.25299999999999,4,https://api.spotify.com/v1/tracks/2aoo2jlRnM3A0NyLQqMN2f,audio_features,spotify:track:2aoo2jlRnM3A0NyLQqMN2f,0.564,Rock
0.18100000000000002,https://api.spotify.com/v1/audio-analysis/38Ngied9rBORlAbLYNCl4k,0.644,259907,0.919,38Ngied9rBORlAbLYNCl4k,0.134,2,0.622,-6.289,1,0.0561,117.459,4,https://api.spotify.com/v1/tracks/38Ngied9rBORlAbLYNCl4k,audio_features,spotify:track:38Ngied9rBORlAbLYNCl4k,0.871,Rock
0.0178,https://api.spotify.com/v1/audio-analysis/6UHfW9PmGAUjIVeIkPzPQ2,0.764,168980,0.774,6UHfW9PmGAUjIVeIkPzPQ2,0.0,5,0.113,-2.8710000000000004,0,0.20199999999999999,149.952,4,https://api.spotify.com/v1/tracks/6UHfW9PmGAUjIVeIkPzPQ2,audio_features,spotify:track:6UHfW9PmGAUjIVeIkPzPQ2,0.597,Hip-Hop
0.00301,https://api.spotify.com/v1/audio-analysis/76MjtLfZoTNc3BDqUVjuRH,0.8009999999999999,280666,0.596,76MjtLfZoTNc3BDqUVjuRH,0.0,1,0.162,-4.72,1,0.0534,120.02799999999999,4,https://api.spotify.com/v1/tracks/76MjtLfZoTNc3BDqUVjuRH,audio_features,spotify:track:76MjtLfZoTNc3BDqUVjuRH,0.134,Hip-Hop
0.0153,https://api.spotify.com/v1/audio-analysis/1wJRveJZLSb1rjhnUHQiv6,0.581,189487,0.662,1wJRveJZLSb1rjhnUHQiv6,0.0,9,0.111,-5.239,1,0.303,93.023,4,https://api.spotify.com/v1/tracks/1wJRveJZLSb1rjhnUHQiv6,audio_features,spotify:track:1wJRveJZLSb1rjhnUHQiv6,0.434,Hip-Hop
0.925,https://api.spotify.com/v1/audio-analysis/7uf3aFC1msj0t5cYImgOWy,0.24100000000000002,209373,0.122,7uf3aFC1msj0t5cYImgOWy,0.66,7,0.126,-22.410999999999998,1,0.0497,66.325,4,https://api.spotify.com/v1/tracks/7uf3aFC1msj0t5cYImgOWy,audio_features,spotify:track:7uf3aFC1msj0t5cYImgOWy,0.187,Classical
0.9440000000000001,https://api.spotify.com/v1/audio-analysis/5pjDwtMPly0cNMbuGXhUOI,0.14800000000000002,478573,0.0722,5pjDwtMPly0cNMbuGXhUOI,0.14800000000000002,4,0.115,-25.217,0,0.0427,87.882,4,https://api.spotify.com/v1/tracks/5pjDwtMPly0cNMbuGXhUOI,audio_features,spotify:track:5pjDwtMPly0cNMbuGXhUOI,0.0467,Classical
0.0966,https://api.spotify.com/v1/audio-analysis/6gXrEUzibufX9xYPk3HD5p,0.667,286220,0.755,6gXrEUzibufX9xYPk3HD5p,6.94e-05,9,0.0523,-7.246,1,0.069,109.535,4,https://api.spotify.com/v1/tracks/6gXrEUzibufX9xYPk3HD5p,audio_features,spotify:track:6gXrEUzibufX9xYPk3HD5p,0.883,Rock
